Gender,Race,HomeTwn,Live,Greek?,Parents,GPA,SkipCl,TextSpd,SitArea,HrsStudy,FornTeach,HrsCompu,PayEduc,GetEduc,HrsWork,HubFood,Relimport,ReadBibl,RelPref,God?,Weight,Height,IdlWt,IdlHt,ViewWt,Handed,LongFing,EyeSight,SelfAttr,ShoeSize,LooksImp,MakeFrnds,DateRace,InstMsgr,PeopKiss,DatePerly,AgeDiff,FutSpous,HowComm,DateSpnd,LongRels,UseFaceBk,AgeMarry,CDsOwn,Parties,CellPhn,MinTalk,FavMusic,EntrPref,CDsBurnd,OwnIPod,MP3Playr,MovyGenr,Book_Movy,SpendTVA,HrsExer,SmokeCig,HrsSleep,Abortion,ExerPref,WtTry,FastDrvn,SameSex,IceTerm,CitedOff,DrvnInfl,BevPref,DaysAlco,SmokedMj,Ecstasy,LegalMj?,DrnksUsl,SpndAlco,DrvnDrnk,DrnkIntox,DrnkPref,Shroomed,LiteBeer,Cocaine?,MjBrowny,MostBeer,RolldMj?,Age1stDrk,BushJob,AttkIraq,PolAffln,JoepaQuit,TVSport,HSSports,Virgin,SexNoRel,SexB4Mar,CheatdSO,CheatTel,SexPartns,DatesB4Sex,AgeLostIt,Sex/Week,SameSex_1,UseProtn,HrsPorn,MinDatesB4,OKSameSex,Speed-Dating,SexUnsure,PreMarSex
female,Caucasian,Suburban,Dorm,Yes,Divorced,3.47,1,340,Middle,14,No,4,Me,Yes,>20,Too expensive,Not,Never,Catholic,Yes,147,71,139,69,overweight,right,ring,near-sighted,Yes,6,18,no_preference,No,1,11-25,Yes,2-4 years older,If it happens,Face to face,70,4,Yes,26,15,7,Yes,800,Pop,Movies,20,No,Don't own one,Romance,Movie,1-3,5,No,6.5,Yes,Alone,Lose,95,"No never",Italian,0,No,Water,7,Yes,No,No,3_4,0-$10,0,5,Wine,No,Miller,No,No,6,No,14,Disapprove,No,Democrat,No,Baseball,Yes,No,No,No,Yes,Yes,3,10,16,Once,No,Yes,None,Tenth or later,Yes,bad idea,No,Yes
female,Caucasian,Suburban,Frat ,Yes,Married,3.56,1,300,Back,6,Yes,2,Parents,Yes,None,Too expensive,Not,Never,Other,Yes,120,65,120,67,about_right,right,same,near-sighted,Yes,3,13,no_preference,No,8,11-25,No,2-4 years older,Not important,Face to face,60,2,Yes,25,30,31,Yes,200,Other,Movies,10,iPod Mini,Have an iPod,Comedy,Movie,1-3,3,No,7,Yes,With company,Stay the same,110,"No never",Italian,4,Yes,Water,12,Yes,No,Yes,9 or more,$11-$30,0,4,Liquor,No,Miller,No,Yes,10,Yes,14,Disapprove,Yes,Democrat,No,Football,Yes,No,Yes,No,Yes,No,7,4,16,4-5,Yes,No,None,First ,Yes,bad idea,No,Yes
female,Asian,Suburban,Dorm,No,Divorced,3.4,0,500,Middle,5,No,4,Scholar/Parents ,Yes,None,Too expensive,Fairly,Once in a while,Other,Yes,140,66,120,66,overweight,right,ring,near-sighted,Don't know,4,5,opposite_gender,Yes,4,1-5,Yes,3-4 years younger,If it happens,Face to face,20,1,Yes,25,200,2,Yes,100,Other,Movies,50,iPod,Have an iPod,Romance,Movie,None,6,No,5,Yes,Alone,Lose,100,"No never",Italian,0,No,Water,0,No,No,Yes,0,0-$10,2,3,Liquor,No,Don't drink lite,No,No,5,No,18,Disapprove,No,Other,No,Don't watch sports,Yes,No,No,No,No,Yes,2,15,18,Not active,No,Yes,None,Not sexually active,Yes,no opinion,No,Yes
male,Caucasian,Suburban,Apartment,No,Married,3.3,0,400,Front,8,No,8,Parents,Yes,None,Reasonable,Not,Never,Atheist,No,170,68,200,70,about_right,right,ring,neither,Don't know,7,17,no_preference,No,7,1-5,Yes,2-4 years older,Very important,Face to face,30,1,Yes,28,1,2,Yes,105,Rock,Books,5,No,Other,Action,Movie,None,6,No,7,Yes,With company,Gain,130,"No never",Italian,1,No,Milk,2,No,No,Yes,1_2,0-$10,0,5,Beer,No,Bud,No,No,13,No,8,Disapprove,No,Democrat,No,Don't watch sports,Yes,Yes,Yes,No,No,Yes,1,3,0,Not active,No,Not active,None,Third,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Frat ,Yes,Married,3.8,1,400,Middle,8,Yes,3,Parents,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,110,62,100,66,about_right,right,ring,near-sighted,Don't know,3,18,same_gender,No,5,6-10,No,3-4 years younger,If it happens,Face to face,25,0,Yes,28,20,15,Yes,14,Rock,Music,10,iPod Mini,Have an iPod,Romance,Movie,1-3,0,No,9,Yes,With company,Lose,90,"No never",Water,1,Yes,Water,15,No,No,No,5_6,0-$10,0,4,Liquor,No,Miller,No,No,6,No,15,Approve,No,Other,No,Don't watch sports,No,Yes,Yes,No,No,Yes,0,15,0,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
male,Asian,Suburban,Dorm,No,Divorced,3.58,2,300,Front,3,No,7,Parents,Yes,None,Too expensive,Very,Daily,Protestant,Yes,152,67,180,72,about_right,right,ring,near-sighted,Don't know,6,10,opposite_gender,Yes,.,0,No,3-4 years younger,If it happens,Face to face,.,5,Yes,28,20,4,Yes,180,Other,Video Games,0,Other,Have an iPod,Comedy,Movie,None,14,No,8,No,With company,Gain,120,"No never",Italian,0,No,Water,0,No,No,No,0,0-$10,0,.,Non Drinker,No,Don't drink lite,No,No,0,No,.,Approve,Yes,Republican,Yes,Other,No,Yes,No,Yes,No,Yes,0,.,0,Not active,No,Not active,None,Not sexually active,No,bad idea,No,No
male,Caucasian,Rural,Apartment,No,Married,2.9,1,300,Front,15,No,2,Parents,Yes,None,Too expensive,Very,Once in a while,Protestant,Yes,165,70,165,73,about_right,right,index,near-sighted,Yes,6,10,opposite_gender,Yes,0,6-10,No,0-2 years younger,If it happens,Face to face,25,2,No,22,10,4,Yes,100,Country,Movies,50,No,Have a Creative Jukebox,Drama,Movie,1-3,8,No,7,Yes,With company,Stay the same,110,"No never",Italian,0,Yes,Milk,5,No,No,No,5_6,$11-$30,1,6,Beer,No,Miller,No,No,14,No,17,Approve,No,Republican,No,Football,Yes,No,No,Yes,No,Yes,1,30,19,4-5,No,Yes,None,Tenth or later,Yes,great idea,No,No
female,Caucasian,Rural,Dorm,Yes,Divorced,3.3,1,350,Middle,15,Yes,3,Parents,Yes,1-10,Too expensive,Fairly,Once in a while,Catholic,Yes,125,67,115,67,about_right,right,ring,near-sighted,Don't know,6,7,opposite_gender,Yes,1,11-25,No,2-4 years older,If it happens,Email/IM,25,3,Yes,23,25,4,Yes,60,Rap/Hip Hop,Movies,20,No,Don't own one,Romance,Movie,1-3,1,No,6,Yes,With company,Nothing,95,"No never",Italian,0,No,Water,6,No,No,No,3_4,0-$10,0,7,Beer,No,Miller,No,No,6,No,15,Approve,No,Republican,No,Football,Yes,No,No,No,Yes,Yes,3,5,16,2-3,No,Yes,None,Fifth,No,great idea,No,Yes
male,Caucasian,Suburban,Apartment,No,Married,2.8,3,350,Middle,5,No,4,Parents,Yes,11-20,Too expensive,Not,Never,Agnostic,Yes,190,75,170,75,about_right,right,index,neither,Yes,8,18,same_gender,No,.,11-25,No,0-2 years younger,If it happens,Phone,70,4,Yes,26,200,8,Yes,100,Rock,Music,50,iPod Photo,Have an iPod,Comedy,Movie,1-3,2,Yes,6,Yes,With company,Stay the same,110,"No never",Italian,0,Yes,Water,8,Yes,No,No,9 or more,$30-$50,5,8,Beer,No,Coors,No,No,20,No,16,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,No,Yes,5,0,18,2-3,No,No,0-2 hours,Fifth,No,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.46,0,375,Middle,10,Yes,3,Parents,Yes,None,Too expensive,Not,Never,Protestant,Yes,125,63,115,66,overweight,right,ring,neither,Don't know,3,15,same_gender,No,10,11-25,No,5-10 years older,Very important,Face to face,40,1,Yes,25,15,11,Yes,300,Other,Sports,50,iPod,Have an iPod,Drama,Movie,1-3,6,No,7,Yes,With company,Lose,85,"No never",Italian,0,Yes,Water,12,Yes,No,No,7_8,$11-$30,1,6,Liquor,No,Miller,No,Yes,10,Yes,14,Disapprove,No,Democrat,Yes,Football,Yes,No,Yes,No,No,Yes,5,.,16,Once,No,Yes,None,Seventh,Yes,no opinion,No,Yes
male,Caucasian,A big city,Frat ,Yes,Married,3.2,2,200,Middle,8,Yes,4,Parents,No,None,Too expensive,Not,Never,Catholic,Yes,210,74,185,74,overweight,right,ring,near-sighted,Don't know,8,15,same_gender,No,3,More than 25,No,3-4 years younger,If it happens,Face to face,50,4,Yes,26,0,12,Yes,100,Country,Sports,25,Other,Have an iPod,Comedy,Movie,1-3,12,Yes,10,Yes,Alone,Lose,125,"No never",Italian,0,No,Water,16,Yes,No,Yes,9 or more,More than $50,0,8,Beer,No,Miller,No,No,18,No,12,Approve,Yes,Democrat,No,Football,Yes,No,Yes,No,No,Yes,12,5,16,Once,No,Yes,0-2 hours,First ,No,bad idea,No,Yes
male,Caucasian,Rural,Dorm,No,Married,2.85,0,400,Middle,3,No,5,Parents,Yes,11-20,Reasonable,Not,Never,Atheist,No,185,73,170,73,overweight,right,ring,near-sighted,Don't know,8,12,opposite_gender,No,10,1-5,Yes,5-10 years younger,Not important,Email/IM,70,0,Yes,.,80,2,Yes,60,Pop,Movies,75,iPod Mini,Have an iPod,Comedy,Movie,4-6,0,No,8,Yes,With company,Lose,80,"Yes, almost always",Italian,0,No,Soda,3,No,No,Yes,3_4,$11-$30,0,3,Liquor,No,Don't drink lite,No,No,1,No,18,Disapprove,No,Democrat,No,Other,Yes,Yes,Yes,No,No,Yes,0,4,0,Not active,Yes,Not active,0-2 hours,Not sexually active,Yes,no opinion,Yes,Yes
male,Caucasian,Suburban,Apartment,No,Married,3.07,2,320,Middle,20,No,4,Parents,No,None,Too expensive,Not,Never,Catholic,Yes,165,73,175,73,underweight,right,ring,near-sighted,Yes,7,7,opposite_gender,No,.,11-25,No,3-4 years younger,If it happens,Face to face,40,2,Yes,28,50,24,Yes,400,Other,Music,50,No,Other,Horror,Movie,None,0,Yes,9,Yes,Alone,Nothing,90,"Yes, almost always",Water,0,Yes,Soda,8,Yes,No,Yes,7_8,More than $50,0,4,Liquor,Yes,Coors,No,Yes,24,No,16,Approve,No,Other,Yes,Basketball,Yes,No,Yes,No,Yes,No,5,1,17,Not active,Yes,No,None,First ,Yes,no opinion,Yes,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.63,0,350,Middle,14,Yes,3,Me,Yes,None,Too expensive,Not,Never,Catholic,Not sure,155,68,140,68,overweight,right,ring,neither,Don't know,6,8,same_gender,No,5,6-10,Yes,0-2 years older,If it happens,Face to face,30,0,Yes,27,20,8,Yes,60,Pop,Movies,40,iPod,Have an iPod,Romance,Movie,1-3,3,No,7,Yes,With company,Lose,85,"No never",Water,0,Yes,Water,8,No,No,No,3_4,0-$10,1,5,Liquor,No,Miller,No,No,4,No,17,Disapprove,Yes,Democrat,No,Baseball,Yes,Yes,No,No,No,Yes,0,5,0,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
male,Caucasian,Rural,Dorm,No,Married,3.29,0,350,Front,25,No,6,Scholar/Parents ,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,170,66,160,70,about_right,right,ring,near-sighted,Yes,6,12,no_preference,No,10,6-10,Yes,0-2 years younger,If it happens,Face to face,75,5,Yes,28,200,10,Yes,200,Rock,Sports,250,iPod,Have an iPod,Action,Movie,1-3,12,No,7,Yes,With company,Lose,90,"No never",Italian,1,No,Soda,10,No,No,No,7_8,$30-$50,0,7,Beer,No,Miller,No,No,12,No,16,Disapprove,No,Other,No,Football,Yes,Yes,No,No,No,Yes,0,10,0,Not active,No,Yes,None,Tenth or later,Yes,no opinion,No,Yes
male,Caucasian,Suburban,Apartment,No,Divorced,3.5,0,360,Middle,6,Yes,3,Parents,Yes,None,Too expensive,Not,Never,Jewish,Yes,185,72,230,76,about_right,right,ring,neither,Yes,10,16,no_preference,No,1,11-25,No,More than 10 years older,If it happens,Phone,50,0,Yes,25,100,8,Yes,200,Rock,Sports,20,iPod Mini,Have an iPod,Comedy,Movie,>6,8,No,7,Yes,With company,Gain,105,"No never",Water,0,No,Water,10,Yes,No,Yes,9 or more,More than $50,0,12,Beer,No,Coors,No,Yes,20,Yes,11,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,No,Yes,2,1,17,Not active,No,Yes,0-2 hours,First ,Yes,great idea,No,Yes
male,Caucasian,A small town,Apartment,No,Married,2.9,1,150,Back,5,No,4,Me,Yes,None,Too expensive,Not,Never,Catholic,Yes,195,74,190,78,about_right,right,index,near-sighted,Yes,7,18,no_preference,No,5,11-25,No,2-4 years older,If it happens,Face to face,40,2,Yes,25,50,8,Yes,100,Rock,Sports,53056,iPod,Have an iPod,Comedy,Movie,1-3,4,No,10,Yes,Alone,Stay the same,125,"No never",Italian,2,Yes,Water,12,No,No,No,9 or more,More than $50,.,15,Beer,No,Coors,No,No,32,No,17,Approve,No,Republican,No,Football,Yes,No,Yes,No,No,Yes,7,1,16,Once,No,Yes,0-2 hours,Second,No,great idea,No,Yes
male,Caucasian,A small town,Apartment,No,Divorced,3.52,2,250,Back,5,No,3,Parents,Yes,None,Too expensive,Fairly,Never,Other,Yes,210,70,185,72,overweight,right,ring,near-sighted,No,8,14,no_preference,No,.,11-25,Yes,3-4 years younger,Not important,Face to face,50,2,Yes,28,10,10,Yes,120,Rock,Movies,5,No,Have a Dell,Comedy,Movie,4-6,10,No,8,Yes,With company,Lose,120,"No never",Italian,0,No,Water,12,Yes,No,No,7_8,More than $50,0,7,Liquor,No,Miller,No,No,22,No,18,Disapprove,No,Other,No,Football,Yes,No,Yes,No,No,No,1,2,18,Not active,No,Yes,0-2 hours,Second,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,Yes,Married,3.87,0,400,Middle,14,Yes,4,Scholar/Parents ,Yes,None,Too expensive,Very,Never,Catholic,Yes,155,63,125,59,overweight,right,ring,near-sighted,Yes,4,13,same_gender,Yes,.,More than 25,Yes,5-10 years older,If it happens,Phone,20,3,Yes,30,350,18,Yes,840,Pop,Movies,150,iPod,Have an iPod,Comedy,Movie,1-3,1,No,5,Yes,Alone,Lose,70,"Yes occasionally",Italian,0,Yes,Water,16,Yes,No,No,9 or more,0-$10,0,10,Liquor,Yes,Don't drink lite,No,Yes,10,Yes,12,Disapprove,No,Other,No,Football,Yes,No,Yes,No,Yes,No,9,0,16,Not active,Yes,Yes,None,First ,Yes,great idea,No,Yes
female,Caucasian,Suburban,Apartment,No,Divorced,3.6,2,600,Middle,8,No,1,Me,Yes,>20,Too expensive,Not,Once in a while,Protestant,Yes,125,63,115,65,about_right,right,index,near-sighted,Yes,4,16,opposite_gender,No,2,6-10,No,2-4 years older,If it happens,Phone,100,2,Yes,25,65,7,Yes,100,Rap/Hip Hop,Sports,100,Other,Have an iPod,Comedy,Movie,None,1,No,5,Yes,Alone,Lose,110,"No never",Italian,0,No,Water,6,No,No,No,3_4,$30-$50,0,4,Liquor,No,Miller,No,No,7,No,15,Disapprove,No,Republican,No,Football,Yes,No,Yes,No,No,No,2,6,15,4-5,No,Yes,None,8 (on eighth date),Yes,no opinion,No,Yes
female,Caucasian,Suburban,Apartment,No,Married,3.3,4,450,Back,10,No,6,Parents,Yes,11-20,Too expensive,Fairly,Never,Catholic,Yes,125,65,116,65,about_right,right,index,neither,Yes,4,10,opposite_gender,No,5,More than 25,No,3-4 years younger,If it happens,Email/IM,40,1,Yes,24,60,10,Yes,600,Rock,Music,10,iPod Mini,Have an iPod,Action,Movie,1-3,10,Yes,7,No,Alone,Lose,70,"No never",Water,0,No,Soda,10,Yes,No,Yes,7_8,$11-$30,0,7,Beer,No,Bud,No,No,15,Yes,13,Approve,Yes,Republican,No,Hockey,Yes,No,Yes,No,No,Yes,1,10,16,2-3,Yes,Yes,None,Tenth or later,No,no opinion,No,Yes
female,Caucasian,Suburban,Apartment,Yes,Divorced,2.64,1,.,Middle,10,Yes,2.5,Scholar/Me ,Yes,1-10,Too expensive,Very,Often,Protestant,Yes,175,64,128,65,overweight,right,ring,near-sighted,Don't know,5,10,opposite_gender,No,6,11-25,Yes,2-4 years older,If it happens,Face to face,30,2,Yes,24,40,4,Yes,500,Country,Movies,20,Other,Have an iPod,Comedy,Movie,1-3,4,No,5,No,Alone,Lose,85,"No never",Italian,0,No,Water,10,Yes,No,No,5_6,$11-$30,0,4,Beer,No,Miller,No,No,18,No,16,Disapprove,Yes,Democrat,No,Football,No,No,Yes,Yes,No,Yes,3,10,18,Not active,No,No,None,Second,Yes,bad idea,No,No
female,Caucasian,Suburban,Frat ,Yes,Married,3.2,5,400,Middle,8,Yes,3,Parents,Yes,None,Too expensive,Very,Once in a while,Catholic,Yes,150,70,130,67,overweight,right,index,near-sighted,Don't know,6,15,same_gender,No,.,More than 25,Yes,2-4 years older,If it happens,Face to face,50,1,Yes,30,100,20,Yes,100,Other,Music,100,iPod,Have an iPod,Drama,Movie,1-3,3,Yes,8,Yes,With company,Lose,95,"No never",Water,20,Yes,Water,15,Yes,No,Yes,9 or more,$11-$30,5,6,Liquor,No,Miller,Yes,No,15,Yes,13,Disapprove,No,Democrat,No,Football,No,No,Yes,No,No,No,12,3,16,2-3,No,No,None,First ,Yes,no opinion,No,Yes
female,Caucasian,A small town,Dorm,Yes,Married,3.3,2,500,Front,13,Yes,1,Scholar/Me ,Yes,None,Reasonable,Fairly,Once in a while,Catholic,Yes,125,65,115,68,about_right,right,index,near-sighted,No,4,14,same_gender,No,5,11-25,No,5-10 years older,If it happens,Phone,50,2,Yes,24,20,12,Yes,120,Pop,Movies,50,Other,Have an iPod,Comedy,Movie,1-3,2,No,8,Yes,Alone,Lose,120,"No never",Italian,0,No,Milk,14,No,No,No,3_4,0-$10,2,5,Wine,No,Bud,No,No,10,No,15,Disapprove,Yes,Republican,No,Basketball,Yes,Yes,Yes,Yes,No,No,0,5,0,Not active,No,Not active,None,Not sexually active,Yes,bad idea,No,Yes
male,Caucasian,Suburban,Frat ,Yes,Married,3.2,2,500,Middle,10,Yes,3,Scholar/Parents ,Yes,None,Too expensive,Fairly,Once in a while,Protestant,Yes,170,69,180,72,about_right,right,ring,neither,Yes,7,9,no_preference,No,2,6-10,Yes,0-2 years younger,If it happens,Face to face,50,3,Yes,26,30,12,Yes,200,Country,Sports,100,iPod,Have an iPod,Comedy,Movie,1-3,10,No,7,Yes,With company,Gain,155,"No never",Italian,1,Yes,Milk,16,Yes,No,Yes,7_8,$11-$30,0,10,Beer,No,Bud,No,No,24,No,15,Disapprove,No,Democrat,No,Basketball,Yes,No,Yes,No,Yes,Yes,4,5,18,Once,No,Yes,0-2 hours,Fifth,Yes,bad idea,No,Yes
female,Caucasian,Suburban,Apartment,No,Married,3.3,3,150,Back,10,No,5,Parents,Yes,None,Reasonable,Not,Never,Protestant,Yes,130,66,120,66,about_right,right,ring,near-sighted,Yes,4,17,opposite_gender,No,.,More than 25,No,5-10 years older,If it happens,Face to face,100,2,Yes,25,200,10,Yes,200,Rock,Music,100,iPod,Have an iPod,Comedy,Movie,>6,5,No,8,Yes,Alone,Lose,105,Once or twice,Water,1,Yes,Milk,16,Yes,No,Yes,9 or more,$30-$50,4,6,Liquor,Yes,Miller,No,Yes,20,Yes,15,Disapprove,No,Other,No,Other,Yes,No,Yes,No,Yes,No,9,0,16,6-7,Yes,No,0-2 hours,First ,No,no opinion,No,Yes
female,Caucasian,Suburban,Frat ,Yes,Divorced,3.3,2,315,Middle,8,Yes,3,Parents,Yes,None,Too expensive,Fairly,Never,Jewish,Not sure,145,67,135,65,about_right,right,index,neither,Yes,5,13,no_preference,No,.,11-25,Yes,5-10 years older,If it happens,Face to face,25,1,Yes,28,60,12,Yes,70,Country,Music,50,iPod,Have an iPod,Comedy,Movie,>6,3,No,7,Yes,Alone,Lose,115,Once or twice,Italian,1,Yes,Water,14,Yes,No,Yes,7_8,$11-$30,0,7,Liquor,No,Miller,No,No,10,Yes,14,Disapprove,No,Democrat,No,Football,Yes,No,No,No,No,Yes,1,50,19,6-7,Yes,Yes,0-2 hours,Tenth or later,Yes,great idea,No,Yes
male,Other,A big city,Apartment,No,Married,2.97,2,120,Middle,8,Yes,4,Scholar/Me ,Yes,>20,Too expensive,Not,Never,Catholic,Yes,250,72,210,77,overweight,right,ring,neither,Yes,9,19,no_preference,No,8,11-25,No,5-10 years older,Not important,Face to face,50,0,Yes,27,10,10,Yes,250,Rock,Sports,0,Other,Other,Comedy,Movie,4-6,2,Yes,10,No,Alone,Lose,120,"No never",Water,2,Yes,Alcohol,12,Yes,Yes,Yes,9 or more,More than $50,0,10,Beer,Yes,Beast Ice,Yes,Yes,30,Yes,13,Disapprove,No,Other,No,Football,Yes,No,Yes,No,No,No,3,0,17,Not active,No,Yes,0-2 hours,First ,No,no opinion,No,Yes
female,Hispanic,Rural,Dorm,Yes,Married,3.3,1,300,Front,40,Yes,2,Me,Yes,None,Too expensive,Very,Once in a while,Catholic,Yes,120,60,105,60,overweight,right,index,neither,No,3,16,no_preference,Yes,.,6-10,Yes,0-2 years older,If it happens,Face to face,50,1,Yes,25,35,10,Yes,30,Other,Books,15,No,Don't own one,Action,Book,1-3,3,No,.,Yes,Alone,Lose,70,"No never",Italian,0,No,Juice,10,No,No,No,7_8,$11-$30,0,8,Wine,No,Miller,No,No,6,No,16,Disapprove,No,Other,No,Other,No,Yes,No,Yes,No,Yes,0,0,0,Not active,No,Not active,None,Not sexually active,No,no opinion,No,No
male,Asian,A big city,Apartment,No,Married,2.4,2,400,Back,20,No,3,Parents,Yes,None,Too expensive,Fairly,Once in a while,Protestant,Yes,165,72,170,72,about_right,right,same,near-sighted,Yes,6,15,no_preference,No,2,1-5,No,3-4 years younger,If it happens,Face to face,50,4,No,25,0,6,Yes,400,Other,Sports,200,iPod Mini,Have an iPod,Horror,Movie,1-3,3,Yes,10,Yes,Alone,Gain,120,"No never",Italian,2,Yes,Water,10,No,No,Yes,9 or more,More than $50,.,5,Beer,No,Miller,No,No,24,No,11,Disapprove,Yes,Democrat,Yes,Basketball,No,No,Yes,Yes,Yes,Yes,1,4,17,Not active,No,No,None,Second,Yes,no opinion,No,No
male,Caucasian,Suburban,Dorm,No,Married,3.6,2,300,Middle,10,Yes,6,Scholar/Parents ,Yes,>20,Too expensive,Not,Never,Catholic,Not sure,140,70,155,73,underweight,left,ring,near-sighted,No,7,18,same_gender,No,.,More than 25,No,3-4 years younger,If it happens,Phone,60,1,Yes,27,50,12,Yes,100,Rock,Sports,30,No,Other,Comedy,Movie,1-3,10,No,6,Yes,With company,Gain,144,"No never",Italian,6,Yes,Soda,16,Yes,No,Yes,7_8,More than $50,.,9,Liquor,No,Coors,No,No,14,Yes,16,Approve,Yes,Republican,No,Hockey,Yes,No,Yes,No,No,Yes,9,1,15,Once,No,Yes,0-2 hours,First ,Yes,no opinion,No,Yes
male,Caucasian,A big city,Frat ,Yes,Married,3,0,400,Middle,4,No,2.5,Me,Yes,None,Reasonable,Not,Never,Catholic,Yes,175,70,160,73,about_right,right,ring,near-sighted,Yes,7,20,no_preference,Yes,3,More than 25,Yes,0-2 years older,If it happens,Face to face,40,3,Yes,25,100,12,Yes,300,Rock,Music,1000,iPod,Have an iPod,Action,Movie,1-3,7,No,8,Yes,With company,Lose,120,"No never",Italian,4,Yes,Water,12,Yes,No,Yes,9 or more,$30-$50,3,8,Beer,No,Miller,No,Yes,23,Yes,13,Approve,Yes,Democrat,No,Football,Yes,No,Yes,No,No,Yes,5,3,16,2-3,No,Yes,0-2 hours,First ,Yes,no opinion,No,Yes
male,Caucasian,A small town,Apartment,No,Married,2.75,2,350,Back,14,Yes,6,Scholar/Me ,Yes,None,Too expensive,Not,Never,Protestant,Yes,159,69,185,73,about_right,right,ring,neither,Don't know,7,18,opposite_gender,No,.,More than 25,No,3-4 years younger,Very important,Face to face,60,2,Yes,28,400,31,Yes,660,Rap/Hip Hop,Sports,200,iPod,Have an iPod,Drama,Movie,1-3,12,No,.,Yes,With company,Gain,130,"No never",Water,2,No,Juice,14,Yes,No,Yes,9 or more,$30-$50,0,8,Beer,No,Miller,No,No,20,Yes,16,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,No,Yes,1,1,20,Not active,No,Yes,0-2 hours,First ,No,bad idea,No,Yes
female,Caucasian,A small town,Apartment,No,Married,2.8,0,300,Middle,8,No,3,Parents,Yes,11-20,Too expensive,Fairly,Once in a while,Protestant,Yes,140,65,125,66,about_right,right,index,near-sighted,Yes,4,14,no_preference,No,2,11-25,Yes,5-10 years older,If it happens,Phone,50,3,Yes,26,50,12,Yes,300,Rap/Hip Hop,Movies,25,No,Don't own one,Comedy,Movie,1-3,1,Yes,7,Yes,Alone,Lose,95,"No never",Italian,0,Yes,Water,13,Yes,Yes,Yes,5_6,$30-$50,3,4,Liquor,No,Coors,Yes,No,8,Yes,13,Disapprove,No,Other,No,Football,No,No,Yes,No,Yes,Yes,5,4,15,2-3,No,No,None,Third,Yes,no opinion,No,Yes
female,Caucasian,A small town,Dorm,No,Divorced,3.38,3,250,Middle,40,Yes,1.5,Scholar/Me ,Yes,11-20,Too expensive,Fairly,Once in a while,Other,Yes,.,54,110,64,overweight,right,same,neither,Don't know,5,12,opposite_gender,Yes,.,More than 25,No,5-10 years older,Very important,Face to face,40,2,Yes,21,5,4,Yes,180,Country,Books,10,No,Don't own one,Horror,Book,1-3,4,No,4,No,With company,Lose,95,"No never",Italian,2,No,Soda,2,No,No,Yes,1_2,0-$10,0,3,Liquor,No,Don't drink lite,No,No,4,No,17,Disapprove,No,Democrat,No,Don't watch sports,Yes,No,No,No,Yes,Yes,3,30,18,4-5,Yes,No,None,First ,Yes,no opinion,No,Yes
male,Caucasian,A small town,Dorm,No,Married,3.2,3,600,Middle,7,No,10,Parents,Yes,>20,Too expensive,Very,Once in a while,Catholic,Yes,225,72,180,74,overweight,right,ring,near-sighted,Don't know,10,4,opposite_gender,No,3,n/r,Yes,3-4 years younger,If it happens,Face to face,50,1,Yes,23,30,1,Yes,200,Other,Books,30,Other,Have a Creative Jukebox,Other,Book,1-3,1,No,5,No,Alone,Stay the same,125,"No never",Italian,1,No,Soda,2,No,No,Yes,7_8,0-$10,0,8,Beer,No,Miller,No,No,25,No,12,Approve,Yes,Republican,No,Hockey,Yes,No,Yes,No,No,Yes,1,1,16,4-5,No,No,0-2 hours,Tenth or later,Yes,bad idea,No,Yes
female,Caucasian,A small town,Dorm,No,Married,3.15,0,400,Front,15,No,3,Scholar/Parents ,Yes,1-10,Reasonable,Not,Never,Other,Not sure,182,65,150,65,overweight,right,index,far-sighted,No,7,9,no_preference,No,0,1-5,Yes,3-4 years younger,If it happens,Face to face,50,0,No,25,50,0,Yes,100,Country,Movies,20,No,Other,Comedy,Movie,4-6,2,No,7,Yes,With company,Lose,85,"No never",Italian,0,No,Milk,0,No,No,No,0,0-$10,0,1,Beer,No,Don't drink lite,No,No,0,No,14,Approve,Yes,Republican,No,Don't watch sports,Yes,Yes,No,No,No,Yes,0,7,0,Not active,No,Not active,None,8 (on eighth date),No,no opinion,No,Yes
